player_name,age,nationality,club,overall,potential,pace,shooting,passing,dribbling,physical,market_value
Ilkay Silva,25,Croatia,Real Madrid,81,83,82,83,69,74,84,64912346
Erling Ter Stegen,19,Portugal,Atletico Madrid,62,64,56,52,60,79,58,49551976
Phil Gavi,20,France,Chelsea,68,81,65,84,69,69,63,58298602
Phil Mane,22,Netherlands,Chelsea,77,91,83,73,64,74,73,66081304
Riyad Pedri,31,Belgium,Atletico Madrid,59,60,46,64,53,67,45,47824555
Cristiano Modric,33,Portugal,Arsenal,60,62,59,57,61,57,60,47578068
Gavi Fernandes,40,Netherlands,Ajax,75,79,86,77,77,74,76,59613341
Marco Dias,22,Argentina,Barcelona,60,72,40,63,72,56,56,51028224
Alisson Gundogan,37,Norway,Roma,60,60,65,64,52,62,57,46545370
Bruno Jota,17,Morocco,AC Milan,78,87,79,71,82,86,69,64856378
Marco Rashford,25,Argentina,Manchester United,72,77,71,76,78,72,71,58692513
Alisson Ter Stegen,37,Croatia,PSG,66,68,60,79,58,59,64,52607013
Luis Rice,24,Netherlands,PSG,79,86,74,76,77,72,78,64329208
Jan Busquets,36,USA,AC Milan,65,75,63,55,71,66,72,53736527
Sergio De Bruyne,28,France,PSG,81,87,65,81,87,80,77,65967354
Erling Haaland,35,Uruguay,Bayern Munich,93,95,88,99,97,87,98,74770191
Erling Di Maria,20,Japan,Barcelona,83,83,65,92,82,89,85,66707925
Thomas Felix,34,Germany,AC Milan,82,85,76,86,96,83,89,66043561
Vinicius Hernandez,36,Brazil,Manchester City,78,87,71,82,83,71,71,63402527
Bernardo Felix,20,Argentina,Arsenal,70,70,71,71,77,66,70,54640323
Mohamed Hernandez,17,Portugal,AC Milan,64,71,59,73,78,54,56,53569110
Thomas Nunez,32,Morocco,Roma,73,83,72,71,64,84,83,60799273
Riyad Pedri,25,Morocco,Chelsea,85,87,75,74,84,87,77,67322322
Benjamin Fernandes,38,Germany,Chelsea,61,67,61,68,67,68,61,49728335
Angel Gavi,33,Spain,Bayern Munich,83,91,78,72,85,81,77,67231594
Ruben Alcantara,17,Japan,Sevilla,93,93,99,95,79,92,89,73525542
Harry Suarez,32,Spain,Barcelona,71,71,50,64,63,77,72,56934185
David Mount,37,France,Roma,77,77,82,80,70,76,82,60905299
Thomas Mendy,36,Norway,Manchester United,74,85,76,72,73,75,70,61658049
Robert Courtois,22,USA,Bayern Munich,75,77,74,69,75,75,74,60135275
Bernardo Mbappe,18,Japan,Barcelona,68,73,77,75,66,79,60,55598999
Lionel Foden,27,England,Juventus,66,69,71,69,43,53,68,52388344
Mohamed Rice,31,Germany,Roma,68,70,69,65,74,71,65,54186565
Angel Reus,31,Morocco,Inter Milan,60,68,61,57,62,67,59,49278265
Pedri Benzema,20,Norway,PSG,91,95,94,87,99,97,91,74470936
Riyad De Bruyne,30,Uruguay,AC Milan,70,75,83,81,76,59,69,56498296
Mason Pedri,39,Uruguay,PSG,76,83,71,86,79,63,74,62159105
Thiago Rashford,27,Portugal,Bayern Munich,52,52,47,55,46,47,54,41733160
Ruben Di Maria,35,USA,Sevilla,55,55,61,48,59,51,55,44146345
Achraf Nunez,31,Germany,Inter Milan,84,87,85,99,79,72,90,67627450
Manuel Pavard,17,Brazil,AC Milan,62,71,67,67,67,60,59,52824849
Jan Haaland,34,France,Bayern Munich,52,56,50,49,58,49,45,41930239
Karim Valverde,31,England,PSG,66,78,72,52,61,68,66,56211984
Ederson Felix,36,Norway,Atletico Madrid,68,68,78,76,79,68,65,53233880
Diogo Pedri,37,Italy,Real Madrid,81,92,85,69,91,83,82,67425939
Mohamed Courtois,29,Norway,Inter Milan,81,94,83,81,81,85,76,68670480
Marc Courtois,24,Uruguay,Sevilla,69,72,66,68,56,68,66,56566624
Eduardo Mendy,38,Brazil,PSG,71,73,75,81,65,66,60,57602501
Ederson Ronaldo,38,Germany,Juventus,54,58,53,57,49,47,61,43399830
Bernardo Dias,18,Spain,Leipzig,77,79,83,70,90,75,67,61812004
Marc Fernandes,36,Spain,Arsenal,74,74,79,70,78,78,71,59178241
Neymar De Bruyne,25,Croatia,Bayern Munich,80,86,72,82,63,85,74,64629594
Ederson Ronaldo,27,Argentina,Manchester City,86,86,93,85,87,88,83,68298484
Ruben Kane,18,Norway,Dortmund,80,85,81,81,68,81,73,65981721
Marcus Pavard,26,Uruguay,PSG,72,72,76,67,75,68,68,56276347
Declan Gundogan,18,Korea,AC Milan,75,76,65,65,80,82,73,59354584
Angel Pedri,22,Japan,Inter Milan,80,85,87,76,83,71,81,64672093
Sergio Ronaldo,33,Italy,Juventus,64,64,78,65,50,66,59,50827494
Kylian Nunez,19,Spain,Manchester City,65,76,69,66,61,60,58,55732782
Darwin Busquets,23,Italy,Juventus,69,74,82,65,64,61,66,57046645
Joao Courtois,37,Spain,Barcelona,51,51,52,46,44,61,56,40752161
Harry Kane,24,USA,Manchester City,61,72,67,58,65,71,68,51693335
Rodrygo Junior,39,England,Real Madrid,75,85,76,76,73,74,75,63029986
Sadio Reus,26,Brazil,Atletico Madrid,72,74,70,68,67,67,74,57833047
Angel Mount,24,Italy,Manchester City,75,77,72,72,75,84,76,59950514
Bernardo Jota,20,France,Chelsea,57,57,60,55,52,57,53,45306490
Achraf Valverde,32,Brazil,Manchester City,75,81,68,71,82,70,68,61221467
Paul Alcantara,30,Belgium,Chelsea,72,72,77,77,81,69,73,57900189
Marcus Benzema,33,Portugal,Bayern Munich,88,98,84,85,89,80,89,72740176
Luka Reus,24,USA,Liverpool,65,65,67,56,59,60,69,52172538
Darwin Pogba,25,Argentina,Bayern Munich,61,65,67,54,68,40,64,50258838
Thomas Lewandowski,28,Germany,Dortmund,67,69,67,59,62,62,59,52688487
Diogo Suarez,26,Italy,Arsenal,58,58,60,59,46,60,62,46464561
Neymar Rashford,35,France,Barcelona,68,68,70,72,65,75,77,53740927
Darwin Rice,21,Netherlands,Leipzig,79,84,75,84,82,76,86,63600526
Kevin Pavard,20,Korea,AC Milan,67,70,67,61,57,68,65,53616895
Karim Nunez,28,Portugal,Arsenal,58,60,51,53,50,55,58,46330267
Cristiano Alcantara,20,Croatia,Ajax,69,72,65,69,71,68,61,55883901
Eduardo Lewandowski,23,England,Manchester City,80,80,73,84,74,68,81,63266204
Ederson Dias,36,USA,Real Madrid,76,80,65,77,69,72,74,60808224
Pedri Ter Stegen,18,Korea,Inter Milan,66,81,65,69,63,70,62,57512148
Jan Lewandowski,26,England,Arsenal,78,78,74,73,81,84,74,61520028
Marcus Mount,36,Brazil,Manchester City,76,85,77,67,63,63,78,63307815
Rodrygo Reus,27,USA,Dortmund,77,79,71,88,63,72,72,61138843
Thiago De Bruyne,37,Japan,Manchester City,73,81,75,72,82,80,72,60098198
Achraf Silva,26,England,Manchester United,68,68,61,73,74,74,73,54504475
Darwin Lewandowski,39,Belgium,Chelsea,62,65,62,61,72,51,68,50257830
Harry Salah,33,Morocco,Arsenal,66,66,75,69,71,63,70,51668002
Paul Rice,40,Spain,Sevilla,67,71,70,53,69,56,70,53205869
Benjamin Rashford,35,Germany,Manchester United,75,81,96,76,66,83,69,61669108
Luka Mount,23,USA,Sevilla,64,64,57,60,72,65,72,51182038
Bruno Nunez,21,Belgium,Manchester City,88,95,89,86,83,81,82,71896489
Sergio Lewandowski,20,Korea,AC Milan,77,78,91,70,76,73,74,61872808
Marcus Gundogan,29,Uruguay,Manchester City,70,80,66,70,54,48,69,59098270
Ederson Camavinga,34,England,Manchester City,81,92,86,86,82,73,75,67492626
Kylian Rashford,32,Netherlands,Chelsea,63,64,70,69,50,65,50,49287285
Achraf Hernandez,27,Brazil,Chelsea,78,83,53,72,73,66,84,62725946
Sergio Pogba,20,Argentina,Inter Milan,76,82,68,68,64,64,70,62568222
Eduardo Messi,34,England,Bayern Munich,80,87,81,84,80,84,68,64804021
Phil Gavi,33,England,Manchester United,74,80,74,69,72,70,69,60525495
Angel Mendy,26,France,Leipzig,67,68,75,66,55,65,62,52790690
Marco De Bruyne,39,Croatia,Chelsea,74,74,74,63,60,65,72,59209607
Sadio Modric,28,Croatia,Atletico Madrid,71,73,66,73,65,76,70,57460439
Pedri Felix,18,France,Ajax,50,61,44,53,51,48,44,43256747
Jan Di Maria,24,Korea,Liverpool,76,76,82,84,74,82,65,59673664
Ruben Pedri,28,Korea,Manchester United,72,81,64,67,74,69,72,59418347
Alisson Rashford,31,Spain,Barcelona,76,80,74,71,83,84,75,61153204
Rodrygo Benzema,30,Croatia,Liverpool,65,74,63,78,58,59,62,54398962
Bruno Modric,38,Uruguay,Arsenal,67,67,62,65,63,67,66,53380469
Thiago Nunez,25,Brazil,Inter Milan,75,75,81,75,69,90,77,59971580
Thomas Mount,40,France,PSG,80,80,80,73,96,68,91,62849596
Jan Ter Stegen,20,Brazil,Liverpool,63,69,62,63,67,62,55,52683356
Eduardo Ronaldo,24,Germany,Arsenal,65,65,68,65,66,79,61,50715834
David Messi,34,England,Arsenal,57,57,64,58,65,64,51,45604318
Luka Mount,38,Netherlands,Manchester United,66,70,66,67,78,64,62,53626992
Karim Mount,35,Belgium,PSG,69,75,72,73,77,67,65,57223833
Ilkay Modric,20,Korea,Manchester City,79,80,75,83,79,83,82,63265198
Harry Pogba,35,Korea,Ajax,69,77,62,77,71,73,64,57116303
Bruno Rashford,40,Portugal,Atletico Madrid,86,94,92,89,88,90,82,70502509
David Hernandez,38,Brazil,Leipzig,65,68,64,59,64,63,63,51525821
Marc Messi,31,Brazil,Dortmund,89,97,83,80,84,89,88,73588409
Bernardo Mane,31,Morocco,Juventus,65,65,51,60,67,56,57,50436228
Lionel Rashford,21,Japan,Dortmund,73,80,79,76,85,81,69,60872169
Thomas Pavard,24,Italy,Arsenal,50,51,43,47,49,44,52,40559471
Ederson Foden,36,Korea,Sevilla,56,56,48,65,72,64,52,44106765
Thomas Rashford,38,Portugal,Bayern Munich,60,64,69,55,51,51,65,47677412
Manuel Salah,35,Spain,Barcelona,81,85,83,85,96,79,79,65523831
Federico Salah,22,France,Chelsea,67,72,59,62,65,75,66,55557587
Andre Pedri,19,France,Barcelona,91,98,95,80,79,76,93,73574991
Rodrygo Reus,29,USA,Real Madrid,81,84,77,90,77,78,87,65399479
Ederson Fernandes,29,USA,Barcelona,74,74,67,77,76,66,62,59484541
Kylian Mbappe,25,Norway,PSG,70,75,82,68,78,75,67,56694437
Vinicius Pogba,18,Netherlands,Arsenal,77,77,89,74,80,79,84,60787902
Kevin Salah,34,England,Juventus,63,73,61,60,61,68,60,52640106
Marcus Camavinga,24,Croatia,Juventus,69,69,62,79,79,66,66,53783794
Jude Ter Stegen,19,Germany,Roma,81,81,72,80,63,84,79,64643808
Luka Reus,27,Morocco,Liverpool,78,86,78,69,81,69,72,63656860
Mohamed Modric,31,USA,Barcelona,76,81,70,85,70,80,69,61623884
Phil Gundogan,35,Belgium,Real Madrid,56,62,62,57,59,41,68,45648350
Pedri Messi,20,Belgium,Manchester City,61,70,72,71,75,52,51,51274916
Robert Ter Stegen,19,Portugal,Real Madrid,80,80,78,79,57,75,75,64386032
Federico Pedri,36,Croatia,Ajax,60,60,61,58,61,70,57,47941055
Manuel Hernandez,22,Spain,Dortmund,76,84,71,80,65,78,73,63306301
Paul Silva,31,Japan,Arsenal,71,75,70,64,67,76,65,57109870
Robert Benzema,29,Uruguay,Juventus,95,95,99,95,88,89,95,74485203
Thomas Di Maria,18,Spain,Liverpool,66,73,80,75,67,72,61,54980614
Robert Junior,17,Portugal,Inter Milan,64,67,50,53,72,64,66,51069127
Karim Pavard,39,Norway,Leipzig,65,65,69,60,59,66,59,51260823
Lionel Junior,17,Portugal,Sevilla,54,56,65,43,59,50,46,43120665
Alisson Alcantara,34,Uruguay,Manchester United,72,72,68,79,70,74,63,56886997
Thomas Busquets,36,Argentina,Inter Milan,79,79,88,71,78,80,67,61885465
Diogo Gavi,24,Uruguay,Ajax,55,64,53,48,67,51,63,46741889
Mason Jota,20,Uruguay,Barcelona,73,77,83,56,60,69,75,60196617
Achraf Silva,39,Argentina,Dortmund,52,59,51,56,51,53,56,43611845
Neymar Mount,18,England,Chelsea,76,89,76,70,67,63,86,63658097
Pedri Fernandes,36,Spain,Liverpool,81,81,69,91,90,70,92,64685995
Karim Suarez,27,Japan,Manchester City,88,94,91,84,85,84,87,70687756
Sergio Becker,38,USA,Barcelona,69,71,71,57,69,73,71,55880780
Gavi Junior,24,Croatia,Bayern Munich,87,97,98,92,87,86,92,71416575
Sadio Valverde,27,Uruguay,Sevilla,75,82,66,86,79,74,84,61748755
Jude Rice,24,Portugal,Juventus,82,82,93,82,71,94,90,64131879
Neymar Mount,33,Japan,Sevilla,72,72,68,70,65,88,69,56698270
Marcus Reus,29,Croatia,Roma,73,81,65,81,70,73,70,60928799
Karim Mount,22,Norway,PSG,81,81,76,79,89,76,88,64767004
Alisson Mount,40,Brazil,Bayern Munich,81,91,67,82,74,72,62,66435562
Marc Mbappe,17,Netherlands,Manchester United,68,74,68,71,59,66,67,56090350
Achraf Pavard,18,USA,Juventus,73,73,73,64,52,76,65,58124668
Marc Gundogan,28,Korea,Roma,66,66,79,68,66,74,82,53026990
Sadio Camavinga,36,France,Bayern Munich,68,71,72,76,73,60,59,54819012
Marcus Di Maria,29,USA,Roma,66,66,73,67,60,68,56,52979943
Jan Rashford,26,Morocco,Sevilla,68,68,75,68,65,62,68,53206860
Ruben Nunez,38,Japan,Arsenal,71,77,66,67,59,69,66,57294629
Karim Alcantara,32,Croatia,Atletico Madrid,61,61,54,74,78,68,60,47267184
Manuel De Bruyne,28,England,Inter Milan,66,69,73,72,73,69,53,52183762
Robert Ter Stegen,21,Germany,Manchester City,59,72,63,63,65,48,63,50564970
Darwin Lewandowski,32,USA,Liverpool,83,84,85,78,83,75,85,66543847
Angel Rashford,34,Uruguay,Barcelona,53,53,57,48,72,63,51,40773192
Lionel Pavard,28,France,Bayern Munich,81,88,70,89,70,78,86,66240419
Sergio Reus,32,Belgium,Leipzig,58,58,50,46,51,57,70,45127915
Diogo Gavi,29,France,Liverpool,63,72,64,69,65,67,61,52355393
Bruno Messi,36,England,Arsenal,76,76,69,75,80,80,71,59421426
Luis Pedri,19,Brazil,Real Madrid,79,85,78,73,78,85,79,65619315
Marcus Camavinga,38,Uruguay,Dortmund,50,51,53,40,52,41,56,39731063
Sergio Modric,37,Italy,Sevilla,74,86,73,75,72,73,65,61106686
Robert Jota,20,Morocco,Dortmund,71,83,84,80,69,81,67,59418903
Harry Foden,31,Belgium,Bayern Munich,92,92,87,98,90,96,96,73751182
Federico Modric,19,England,Atletico Madrid,72,77,69,67,72,68,74,58093501
Kylian Dias,25,Brazil,Manchester City,63,63,73,63,50,81,63,49887955
Pedri Alcantara,37,Morocco,Arsenal,73,80,71,85,79,73,74,59399430
Vinicius Ter Stegen,37,France,Manchester City,91,91,91,96,84,92,79,72219136
Vinicius De Bruyne,24,Norway,Real Madrid,88,92,88,74,83,86,79,70587147
Mason Pogba,35,Portugal,Manchester City,70,73,63,70,69,76,62,56835849
Kevin Rice,29,England,Liverpool,87,89,85,90,85,93,96,69118218
Marcus Alcantara,19,Uruguay,Arsenal,63,63,67,64,52,64,65,50999913
Achraf Salah,39,England,AC Milan,73,73,82,66,64,66,72,57294540
Kylian Kane,37,Korea,Juventus,65,65,70,55,64,60,67,50684033
Alisson Mbappe,31,Argentina,Atletico Madrid,63,63,62,56,48,73,60,49267058
Angel Rice,24,France,Arsenal,62,62,53,72,67,59,71,48397826
Federico Silva,37,Japan,Sevilla,86,94,90,75,86,89,88,71076714
Benjamin Dias,19,Uruguay,Manchester United,59,62,65,69,62,55,55,47711135
Sadio De Bruyne,40,USA,Juventus,66,70,68,70,71,70,61,52685664
Ederson Rashford,18,France,Atletico Madrid,59,64,55,46,65,67,66,47525910
Declan Foden,38,Germany,Leipzig,53,56,47,61,51,53,45,42558404
Thomas Reus,31,England,Bayern Munich,67,73,57,70,70,68,63,54918862
Riyad Nunez,19,France,Ajax,57,66,60,63,56,65,67,47404511
Bernardo Rice,23,Germany,Inter Milan,66,67,50,53,73,46,65,52341868
Angel Nunez,17,Norway,AC Milan,59,69,67,62,61,60,60,50326298
Jude Busquets,26,Brazil,Arsenal,75,81,86,92,79,75,69,61951995
Ilkay Messi,33,Norway,PSG,80,89,86,74,75,68,84,65497970
Ederson Busquets,21,Italy,Manchester City,74,81,75,74,64,80,70,61387500
Alisson Hernandez,24,Portugal,Ajax,84,93,71,83,77,82,75,69079777
Jan De Bruyne,23,Netherlands,Roma,74,74,82,81,61,70,81,59228657
Riyad Pogba,21,Netherlands,PSG,76,79,73,80,79,65,72,61702594
Diogo Foden,20,France,Inter Milan,84,88,69,86,64,93,82,67754700
Jude Haaland,39,Spain,Bayern Munich,57,62,52,58,56,51,56,46455708
Ilkay Mount,18,Brazil,Bayern Munich,55,58,63,50,59,60,55,45057952
Cristiano Nunez,23,Japan,Barcelona,50,51,40,40,47,49,61,40771840
Diogo Salah,29,Argentina,Manchester United,81,89,85,68,71,82,87,66026514
Achraf Lewandowski,20,Uruguay,Bayern Munich,65,65,71,64,64,64,72,51745478
Karim Felix,39,Netherlands,AC Milan,64,73,65,63,69,54,71,52590214
Federico Pogba,40,Spain,Real Madrid,67,70,60,70,79,68,62,54544397
Phil Alcantara,25,Germany,Manchester United,71,81,77,65,71,69,70,59934632
Kylian Pogba,23,Uruguay,Roma,61,62,57,57,58,66,59,47817085
Mason Pogba,17,England,AC Milan,75,75,84,74,81,68,80,58903602
Marco Benzema,36,Germany,Manchester United,57,62,53,48,53,69,62,45513902
Ederson Kane,38,France,Manchester United,61,62,54,63,74,62,64,48415819
Harry Rashford,18,Japan,Roma,82,82,81,83,76,71,75,65905867
Joao Fernandes,33,USA,Real Madrid,77,82,71,83,59,69,72,62969987
Jude Jota,22,Argentina,Bayern Munich,72,72,72,71,71,89,70,56989090
Declan Rashford,20,Portugal,Dortmund,77,77,74,84,79,77,80,61832675
Ilkay Mahrez,40,Portugal,Atletico Madrid,58,68,49,50,64,68,58,47859102
Andre Courtois,18,Belgium,Dortmund,64,66,52,67,65,76,62,52318948
Ederson Rice,27,Portugal,PSG,71,80,71,69,81,66,80,58560939
Angel Camavinga,27,Netherlands,PSG,72,72,63,94,78,68,76,56338507
Rodrygo Pogba,30,England,Ajax,62,63,51,56,59,62,57,48503903
Neymar Pedri,23,Spain,Arsenal,53,60,47,54,43,44,46,45022279
Lionel Ronaldo,24,Morocco,Roma,53,53,52,44,49,40,53,42511993
Gavi Dias,18,Germany,Bayern Munich,89,90,91,87,80,86,87,71377106
Angel Rice,31,Germany,Leipzig,79,82,85,80,92,87,79,63816522
Joao Mahrez,23,Spain,Inter Milan,74,78,92,58,85,65,79,59880278
Jude Modric,19,Japan,Dortmund,63,63,66,65,45,65,52,50733001
Marco Benzema,32,Japan,Dortmund,59,59,54,60,66,53,59,45726340
Joao Junior,25,Spain,Manchester United,63,71,68,64,70,60,62,53090535
Manuel Pavard,40,Argentina,Bayern Munich,84,84,83,81,78,81,92,66531580
Luka Rice,26,Spain,Dortmund,87,89,73,79,83,86,87,69996766
Diogo Pavard,29,Portugal,Ajax,64,72,50,60,63,66,67,52525176
Luis Lewandowski,37,Netherlands,Chelsea,65,68,71,56,71,75,65,51900358
Ilkay Messi,29,France,Manchester City,86,94,70,78,84,84,83,70288565
Jude Messi,24,Japan,Bayern Munich,75,79,63,75,70,73,77,60437473
Bernardo Becker,33,Morocco,Ajax,92,92,99,90,99,97,94,72167780
Andre Felix,32,Norway,Real Madrid,74,76,86,66,71,74,77,59362768
Kevin Alcantara,26,Norway,Liverpool,75,78,74,75,71,69,81,60127659
Manuel Gavi,30,Germany,Atletico Madrid,84,99,85,81,80,84,68,70255717
Thiago Felix,25,Italy,Chelsea,84,84,80,77,87,75,77,66297464
Ederson Suarez,26,Brazil,Inter Milan,67,68,65,66,55,73,66,53097486
Robert Hernandez,17,Portugal,Inter Milan,75,75,87,72,63,69,72,60015217
Thiago Mount,28,Germany,Manchester United,72,74,84,70,55,70,58,58014348
Harry Rice,22,USA,Inter Milan,79,79,79,79,90,81,90,62822676
Jude Gavi,33,Morocco,Leipzig,68,80,76,69,68,86,57,58007386
Marcus Suarez,38,Argentina,Chelsea,79,79,81,85,80,89,81,62074526
Mohamed Lewandowski,18,Italy,Barcelona,80,90,83,89,70,80,88,65707797
Thomas Mendy,20,Italy,PSG,70,70,65,68,73,70,77,55374255
Ruben Mahrez,40,France,Roma,68,73,64,54,72,54,74,55202316
Neymar Suarez,39,England,Sevilla,80,85,82,80,74,88,72,65596142
Sergio Ter Stegen,30,Portugal,Bayern Munich,65,74,78,48,68,63,68,53418782
Kevin Hernandez,26,Croatia,Sevilla,64,70,70,67,74,70,51,52554764
Mason Silva,31,Brazil,Manchester United,51,54,57,45,56,50,54,41805934
Alisson Jota,33,Korea,Barcelona,59,63,54,58,42,70,44,48276581
Alisson Valverde,37,Korea,Manchester City,78,78,68,78,89,71,76,61280733
Harry Kane,19,Brazil,Sevilla,53,60,51,46,41,52,55,43768154
Harry Felix,22,Norway,Real Madrid,77,77,83,79,81,76,75,61500424
Diogo Dias,25,Uruguay,Leipzig,56,58,45,45,57,41,65,45847276
Mohamed Pedri,39,Netherlands,Liverpool,75,75,89,77,68,70,76,58425401
Ederson Felix,18,Italy,Liverpool,59,59,59,51,53,64,56,47210587
Jan Felix,24,Belgium,PSG,77,78,84,81,72,85,71,62163791
Mohamed Alcantara,20,Japan,Ajax,55,63,64,55,60,54,58,45519967
Neymar Foden,34,Argentina,Arsenal,81,81,68,83,78,96,78,64901999
Benjamin Suarez,33,Italy,Sevilla,70,70,76,76,75,74,69,55153499
Eduardo Dias,20,Spain,Leipzig,52,52,56,40,48,53,57,41573973
Bernardo De Bruyne,29,Germany,Atletico Madrid,59,59,56,49,63,59,55,47048020
Karim Courtois,30,Argentina,Roma,83,94,77,88,89,86,83,68279426
Benjamin Rice,38,Norway,Leipzig,79,79,80,99,64,78,76,62404346
Andre Pedri,22,Brazil,Ajax,50,50,40,40,48,48,49,40531810
David Lewandowski,31,USA,Manchester City,56,56,67,53,51,53,50,43937512
Robert Kane,30,Korea,Chelsea,82,87,76,76,77,77,78,65602242
Angel Reus,34,Belgium,Real Madrid,95,95,99,86,99,95,95,75265697
Andre Camavinga,36,USA,Bayern Munich,67,77,84,60,54,58,72,55201669
Ederson Suarez,31,Portugal,Real Madrid,77,79,62,81,67,68,86,61909310
Angel Courtois,36,Morocco,PSG,77,80,77,92,67,71,72,60927856
Karim Salah,38,Croatia,Ajax,80,82,64,89,72,72,75,63546575
Sadio Ter Stegen,26,Spain,Dortmund,57,58,72,57,63,49,59,45747950
Luka Suarez,25,Germany,Roma,72,74,79,64,67,72,66,56873259
Thiago Hernandez,19,Spain,PSG,75,82,82,72,70,93,74,60951102
Ilkay Haaland,40,Uruguay,Ajax,53,58,60,56,63,56,50,44069821
Lionel Valverde,40,Brazil,Roma,65,65,84,64,61,58,80,50630938
Thiago Benzema,32,Argentina,PSG,78,80,69,74,85,71,77,61523389
Riyad Hernandez,33,Italy,Manchester United,74,81,68,85,60,75,72,61491531
Lionel De Bruyne,21,Japan,Juventus,62,62,50,71,54,68,64,49907730
Ilkay Pavard,17,France,Manchester City,82,92,91,79,88,91,82,67756875
Luis Di Maria,26,Uruguay,Leipzig,73,76,74,64,68,62,63,57786410
Neymar Nunez,30,England,Dortmund,80,81,82,72,63,83,72,64676697
Bernardo Camavinga,19,USA,Barcelona,88,94,83,84,83,87,92,72788068
Kylian De Bruyne,29,Belgium,Barcelona,76,76,71,72,81,79,71,60959008
Luis Kane,31,Uruguay,Arsenal,65,72,54,55,66,76,73,53389432
Angel Mbappe,23,Croatia,Liverpool,73,82,54,65,86,82,72,60828346
Ilkay Nunez,35,Morocco,Juventus,73,73,72,65,67,78,64,58012227
Marcus Silva,27,USA,Atletico Madrid,56,56,77,52,57,49,63,44700794
Neymar Ter Stegen,26,Netherlands,AC Milan,74,81,77,77,81,71,75,59849250
Ilkay Gundogan,21,France,Liverpool,74,78,76,84,79,67,82,60019362
Karim Benzema,30,Uruguay,Juventus,67,70,68,73,66,63,73,53031395
Federico Mbappe,38,Brazil,AC Milan,70,75,60,76,75,73,68,56606281
Thiago Fernandes,27,Japan,Juventus,59,64,50,54,57,60,63,47558825
Lionel Kane,39,Norway,Bayern Munich,82,83,83,73,73,83,82,64573245
Achraf Felix,21,Argentina,Bayern Munich,76,85,70,73,88,70,85,63060157
Paul Mbappe,34,France,Real Madrid,61,67,57,60,54,50,61,49034993
Ilkay Mahrez,25,Uruguay,Manchester United,81,81,71,83,96,83,72,63639267
Benjamin Gundogan,17,England,Chelsea,85,88,98,79,93,89,80,67819867
Angel Mendy,30,Norway,Manchester United,62,63,58,70,55,69,60,48770246
Kylian Valverde,23,USA,Roma,63,71,66,71,63,59,57,51534681
Mason Becker,34,France,Roma,70,82,51,62,73,83,70,58861318
Benjamin Messi,31,Japan,Liverpool,56,56,56,58,65,59,50,45052833
Marco Modric,40,Korea,Real Madrid,70,70,78,78,64,63,64,55805241
Jan Foden,17,Portugal,Ajax,55,57,53,51,71,52,51,44173633
Alisson Fernandes,33,Germany,Leipzig,80,83,62,74,74,74,83,64348824
Neymar Dias,40,Morocco,Real Madrid,71,72,78,64,95,65,70,55712525
Kevin Suarez,29,Netherlands,PSG,58,58,49,48,57,65,65,44854085
Mason Salah,23,England,Real Madrid,79,81,85,86,86,71,76,62590387
Manuel Dias,29,Spain,Arsenal,62,62,64,56,66,58,62,49312726
Ruben Lewandowski,17,Japan,Ajax,65,70,75,71,63,54,67,52939562
Riyad Salah,36,Netherlands,PSG,81,81,91,90,78,78,73,65030415
Ruben Modric,30,Germany,Barcelona,87,96,83,99,96,83,85,71961837
Luis Dias,37,England,Arsenal,63,64,64,67,62,56,74,50101214
Sadio De Bruyne,24,France,Inter Milan,88,89,98,84,83,90,91,70751590
David Benzema,27,Brazil,Dortmund,74,74,87,67,75,67,73,59324763
Sergio Haaland,40,Netherlands,Ajax,69,71,57,66,79,68,71,54207149
Bruno Dias,40,Japan,Manchester United,73,75,71,83,67,67,62,57991721
Luis Foden,17,USA,Manchester City,74,78,74,71,78,69,78,59164275
Ilkay Mendy,39,Portugal,Real Madrid,74,74,64,71,71,87,79,58422137
Jan Mahrez,37,Netherlands,Manchester City,72,73,54,58,77,76,69,56174308
Alisson Modric,31,Belgium,Manchester United,54,65,51,53,67,44,52,45036663
