player_name,age,nationality,club,league,position,overall,potential,pace,shooting,passing,dribbling,physical,matches,goals,assists,minutes,injury_count,market_value
Bernardo Messi,20,Colombia,PSG,Serie A,RB,84,84,89,73,95,78,93,34,10,8,2618,0,84100000
Angel Silva,26,Italy,Liverpool,Ligue 1,CF,61,66,69,67,46,39,67,32,10,6,2368,4,62980000
Sadio Modric,22,Uruguay,Chelsea,Saudi League,LM,54,54,49,56,53,65,55,30,12,8,1650,5,54160000
Manuel Messi,30,Brazil,Benfica,Serie A,RM,67,67,81,57,68,62,46,31,8,8,2666,0,66800000
Darwin Silva,40,Morocco,Ajax,Saudi League,CDM,66,69,72,80,67,68,75,20,4,5,1720,0,66600000
Sadio De Bruyne,38,Germany,Chelsea,Serie A,CF,55,61,57,50,47,55,69,11,0,1,660,1,56640000
Declan Foden,28,Uruguay,Inter Milan,Primeira Liga,CB,62,62,90,52,63,41,59,39,11,9,3237,0,61990000
Mason De Bruyne,34,Italy,Juventus,Ligue 1,GK,61,70,56,72,59,72,69,12,5,0,768,4,64170000
Ederson Havertz,33,Portugal,Bayern Munich,Ligue 1,CAM,78,78,84,90,93,79,70,18,9,5,1332,1,77790000
Cristiano Gundogan,37,England,Manchester City,Serie A,LW,69,73,85,75,64,68,71,28,7,8,2408,1,70210000
Thomas De Bruyne,19,Chile,Juventus,Bundesliga,LM,63,68,78,60,58,85,88,41,13,16,2501,1,65270000
Cristiano Camavinga,18,France,Chelsea,La Liga,LW,77,79,84,76,92,72,86,24,8,7,2160,4,77840000
Kevin Mahrez,33,Chile,Bayern Munich,Bundesliga,RM,81,81,95,83,66,70,78,23,5,6,1265,3,80590000
Thiago Rice,23,Korea,Juventus,Bundesliga,LM,74,79,65,70,84,66,72,10,0,3,760,0,75540000
Gavi Ronaldo,18,Belgium,Inter Milan,Primeira Liga,CAM,62,73,71,48,56,65,58,43,16,12,3741,4,66840000
Phil Pavard,19,Portugal,Atletico Madrid,Saudi League,CB,55,61,47,68,74,49,55,11,2,0,803,0,57120000
Marco Mbappe,27,France,Bayern Munich,Eredivisie,LB,66,73,59,67,64,67,75,14,3,6,1162,0,68410000
Paul Silva,17,Spain,Barcelona,Ligue 1,CDM,75,85,87,69,80,69,99,37,11,11,2479,4,79210000
Marcus Mendy,40,Korea,Ajax,Eredivisie,CB,77,80,78,67,68,59,44,44,13,12,3256,1,78050000
Ilkay Hernandez,31,Japan,Dortmund,Saudi League,RB,73,77,58,87,76,78,83,27,11,9,1836,1,74530000
Kai Mbappe,20,Brazil,Liverpool,Ligue 1,RB,78,93,87,87,89,69,61,11,2,5,671,0,83700000
Ruben Jota,17,Argentina,Benfica,Saudi League,LM,56,63,49,42,55,54,67,43,15,8,2193,2,59210000
Ederson Nunez,27,Germany,Benfica,Bundesliga,LB,71,71,75,80,80,77,74,42,14,8,2688,1,71160000
Bernardo Benzema,20,Korea,Liverpool,Premier League,GK,56,61,68,45,67,50,79,19,7,2,1026,2,57950000
Phil Olmo,34,Uruguay,Juventus,Saudi League,LB,87,91,76,99,71,99,99,22,7,6,1958,1,88270000
Thomas Valverde,30,Korea,Liverpool,Saudi League,CF,68,68,80,58,79,50,69,30,11,7,2160,2,67950000
Sadio Mane,19,Brazil,Al Nassr,Ligue 1,ST,62,64,72,46,48,63,65,31,8,6,2604,1,62820000
Joao Havertz,22,England,Benfica,Bundesliga,LB,60,69,53,70,72,54,51,11,3,2,902,4,63310000
Bruno Mbappe,18,Japan,AC Milan,Saudi League,ST,53,53,71,37,39,56,63,35,11,9,2100,2,53190000
Gavi Mendy,18,England,Porto,Ligue 1,LW,77,80,82,95,77,50,70,21,6,6,1260,4,78140000
Ilkay Valverde,36,Korea,Chelsea,Premier League,CAM,50,58,52,45,37,55,53,11,0,0,924,0,52480000
Marcus Fernandes,31,Japan,Manchester United,Serie A,LW,64,64,70,55,66,50,71,13,6,2,858,4,63680000
Riyad Foden,18,France,Porto,Bundesliga,CDM,61,63,78,52,50,54,59,17,7,3,867,3,61790000
Darwin Busquets,26,France,Benfica,Primeira Liga,CAM,60,67,47,57,67,66,77,21,7,6,1344,0,62630000
Andre Pogba,36,Japan,Liverpool,Bundesliga,LM,67,67,57,85,71,65,61,10,3,0,700,1,66430000
Gavi Suarez,30,Germany,Inter Milan,Serie A,CF,92,98,77,92,89,79,99,16,8,4,1344,4,94200000
Cristiano Junior,31,USA,Sevilla,Bundesliga,LW,54,56,55,45,35,60,55,34,11,6,2278,3,54730000
Diogo Hernandez,30,Germany,Al Nassr,Bundesliga,LB,72,78,60,82,62,86,57,35,10,6,2275,1,74300000
Declan Courtois,37,Colombia,Liverpool,Premier League,CF,73,73,56,62,66,81,78,32,10,5,2240,0,72760000
Benjamin Junior,22,Argentina,Chelsea,Ligue 1,RM,57,57,56,47,41,52,60,40,11,9,3360,4,57110000
Erling Mane,29,Spain,Porto,Primeira Liga,LB,57,59,60,66,45,64,50,17,6,3,935,2,57520000
Bruno Dias,18,Spain,Benfica,Saudi League,RM,82,94,82,91,96,74,89,41,11,8,3362,5,86990000
Manuel Ronaldo,26,Spain,Sevilla,Saudi League,LM,59,61,68,47,74,72,60,32,14,7,2528,2,59980000
Luis Dias,23,Netherlands,Sevilla,La Liga,CM,88,90,91,88,97,90,97,11,1,3,924,4,88390000
Declan Nkunku,19,Germany,Dortmund,La Liga,GK,71,71,70,57,79,83,72,39,13,9,2418,4,71270000
Alisson De Bruyne,24,Belgium,Chelsea,Eredivisie,RW,59,60,61,68,35,47,55,11,5,0,605,2,59170000
Sergio Ronaldo,35,Japan,Atletico Madrid,Bundesliga,CDM,66,66,78,89,74,73,50,16,5,2,1088,0,65550000
Kai Foden,33,Korea,Manchester City,Eredivisie,LB,55,55,69,36,53,71,58,43,14,12,3655,0,55040000
Pedri Salah,19,England,Dortmund,Eredivisie,RM,66,66,69,74,53,69,44,50,18,11,3900,5,66520000
Bernardo Mahrez,37,Netherlands,Sevilla,Ligue 1,LW,85,96,83,84,60,88,80,41,17,8,2460,4,89510000
Karim Dias,32,England,Benfica,Eredivisie,CDM,95,95,99,81,94,84,89,25,9,8,2025,5,94810000
Marco Courtois,36,Italy,Barcelona,Eredivisie,CDM,65,77,56,53,73,73,73,38,14,8,3268,5,69780000
Andre Nkunku,40,Germany,Manchester United,Eredivisie,GK,62,63,64,61,74,75,76,25,11,6,1350,2,62150000
Ilkay Olmo,38,Belgium,Arsenal,La Liga,RM,59,62,57,55,64,53,74,31,11,10,2139,3,59990000
Paul Mahrez,20,Brazil,Al Nassr,Bundesliga,CF,78,83,72,81,79,80,71,47,14,14,3807,1,80300000
Josko Dias,25,France,Barcelona,Saudi League,CF,89,89,90,99,86,91,99,28,10,7,1708,3,89000000
Jude Foden,23,Chile,Dortmund,La Liga,LB,82,89,73,85,91,94,94,50,18,13,2900,2,85240000
Karim Salah,23,Brazil,Ajax,Bundesliga,CAM,88,92,96,95,96,88,89,18,5,5,1152,1,89390000
Erling Di Maria,20,Colombia,Al Nassr,Eredivisie,LB,84,84,73,85,86,99,79,22,12,3,1254,1,84200000
Rodrygo Olmo,33,USA,Inter Milan,Eredivisie,LM,50,58,42,37,37,74,40,29,10,6,2465,3,53040000
Andre Benzema,34,England,Manchester United,Serie A,LB,54,64,40,60,55,36,59,34,10,8,2924,5,57820000
Harry Busquets,21,Spain,Chelsea,Ligue 1,RB,75,78,70,54,59,87,58,47,16,11,3196,4,76580000
Declan Olmo,17,Portugal,Inter Milan,Primeira Liga,LB,67,67,87,71,85,70,86,47,16,14,4136,2,67460000
Darwin Messi,31,Korea,Ajax,Bundesliga,CM,65,73,62,67,62,68,77,45,11,10,4005,1,68130000
Josko Lewandowski,33,Korea,Bayern Munich,Premier League,LW,69,69,55,66,63,58,64,19,10,0,1634,3,68840000
Andre Gundogan,33,Croatia,Liverpool,Premier League,CAM,65,68,73,63,75,61,70,34,10,7,2516,1,66040000
Reece Gundogan,40,Norway,Benfica,Saudi League,CF,60,60,54,45,71,46,61,38,15,8,2926,4,59950000
Kai Salah,29,Japan,Dortmund,Ligue 1,CM,71,74,81,54,80,85,89,11,5,3,638,2,71870000
Luis Silva,30,Portugal,Dortmund,Primeira Liga,CDM,70,70,70,57,85,66,69,48,13,16,4032,1,70050000
Marco Junior,23,Uruguay,AC Milan,Premier League,CF,93,94,99,90,99,86,92,36,11,11,2196,2,93490000
Mohamed Becker,38,Croatia,Liverpool,Bundesliga,CAM,82,82,91,90,77,84,81,20,7,2,1720,3,81590000
Ruben Reus,19,Chile,Inter Milan,Primeira Liga,CAM,77,79,97,63,91,88,83,22,8,6,1452,3,77820000
Josko Reus,22,Belgium,Manchester City,Bundesliga,CAM,66,66,60,81,57,64,72,13,5,3,936,3,65810000
Sergio Mahrez,20,France,Atletico Madrid,Ligue 1,CDM,78,87,64,63,75,68,88,44,16,13,2552,0,82000000
Josko Fernandes,25,Argentina,Sevilla,Premier League,ST,60,60,63,50,71,44,54,39,12,11,2028,3,60100000
Luka Mount,18,Italy,Inter Milan,Serie A,GK,71,71,68,59,71,82,69,40,10,8,2640,1,71140000
Kylian De Bruyne,33,Argentina,Benfica,Serie A,CM,78,80,95,58,67,70,70,14,6,5,1050,1,78440000
Ferran Foden,35,Uruguay,PSG,Premier League,CDM,75,78,70,77,81,70,82,30,7,4,2610,1,75850000
David Nkunku,34,Colombia,PSG,Primeira Liga,CF,60,62,57,65,63,49,60,40,13,10,2200,1,60770000
Gavi Di Maria,34,Italy,Ajax,Serie A,CF,76,76,82,76,77,77,81,37,12,10,2553,1,75920000
Gavi Suarez,31,Korea,Al Nassr,Serie A,GK,73,73,64,53,82,80,87,18,6,4,990,5,72680000
Neymar Modric,37,Germany,Inter Milan,Saudi League,CB,58,62,64,45,35,36,43,42,12,9,2688,0,59460000
Ilkay Rashford,17,France,Arsenal,Primeira Liga,CM,69,69,52,66,99,61,46,39,15,10,3276,0,69410000
Pedri Suarez,27,Morocco,Atletico Madrid,Primeira Liga,LM,73,76,71,75,80,61,48,28,9,2,2044,2,74110000
Marcus Foden,18,Brazil,Manchester City,Ligue 1,RB,56,57,53,53,62,62,62,40,14,10,3040,4,56740000
Ferran Jota,17,Japan,Chelsea,Ligue 1,CB,65,65,45,62,73,59,80,37,12,9,2516,1,65260000
Neymar Hernandez,37,Belgium,Manchester United,Eredivisie,CB,68,79,68,59,73,67,59,45,14,9,2835,4,72360000
Harry Junior,27,England,Sevilla,La Liga,RW,65,69,64,75,70,55,64,32,11,9,2432,2,66610000
Kai Becker,24,Germany,PSG,La Liga,RB,77,80,87,70,59,76,79,41,10,7,3444,3,78220000
Mohamed Benzema,20,Norway,Al Nassr,Bundesliga,LW,69,69,59,66,63,67,73,48,17,10,3984,3,69450000
Josko Mbappe,36,Netherlands,Juventus,Eredivisie,RB,83,83,77,84,82,67,73,15,7,5,1095,3,82630000
Cristiano Rice,18,USA,AC Milan,Eredivisie,ST,74,83,88,49,81,60,86,17,6,3,1462,3,77540000
Josko Reus,19,Japan,Manchester City,Ligue 1,CDM,68,69,68,66,70,65,91,33,9,9,1716,5,68470000
Mohamed Dias,21,Spain,Real Madrid,Saudi League,CDM,82,85,83,97,83,81,85,31,10,5,2759,4,83280000
Marcus Reus,24,Japan,Inter Milan,Premier League,CF,82,86,79,90,90,87,99,40,15,11,2680,3,83870000
Harry Rice,28,USA,Real Madrid,La Liga,LW,76,81,80,71,74,81,70,48,14,11,2448,0,78140000
Neymar Rashford,18,Portugal,Al Hilal,Premier League,CDM,62,64,51,54,62,58,59,24,8,6,1320,5,62840000
Erling Mane,28,USA,Al Nassr,Ligue 1,LM,84,88,87,82,95,73,87,44,15,12,3212,0,85790000
Paul Silva,31,Japan,Dortmund,Premier League,CAM,58,59,66,39,35,53,66,39,12,12,2262,1,58380000
Lionel Ter Stegen,22,Germany,Manchester United,Serie A,CAM,57,57,67,47,63,52,47,24,10,6,1704,5,57060000
Thiago Kane,39,Korea,Real Madrid,Saudi League,CB,58,62,65,58,64,82,64,33,11,9,2145,3,59370000
Mohamed Becker,32,USA,Manchester City,Serie A,RM,67,78,66,77,55,76,81,38,13,5,2736,3,71410000
Declan Reus,28,Portugal,AC Milan,Saudi League,CM,62,63,59,49,66,80,58,31,8,9,2046,0,62240000
Lionel Havertz,26,Colombia,Bayern Munich,Saudi League,RB,70,72,61,68,47,48,67,17,8,2,986,0,70680000
Achraf Mount,25,USA,Manchester City,La Liga,CF,93,93,78,99,99,82,87,47,14,11,2491,4,93200000
Joao Mbappe,25,Norway,AC Milan,Premier League,LM,72,74,66,57,62,70,81,46,16,15,2530,2,73100000
Bruno Rashford,40,France,Ajax,Premier League,CM,70,75,65,71,69,71,75,36,9,10,1980,0,71650000
Federico Hernandez,36,Germany,Inter Milan,Premier League,ST,82,87,85,88,79,81,64,44,16,13,2684,1,84080000
Pedri Fernandes,24,France,Manchester City,La Liga,ST,61,65,67,61,71,66,65,48,16,11,4224,4,62920000
Josko Benzema,27,USA,AC Milan,Ligue 1,RM,95,96,88,99,81,99,99,26,8,7,1716,3,95260000
Ruben Hernandez,39,Argentina,Real Madrid,Bundesliga,CB,64,64,66,60,59,75,45,40,15,7,2440,1,63970000
Darwin Salah,39,Brazil,Al Nassr,Ligue 1,RB,84,84,98,85,86,99,64,12,3,1,900,2,83370000
David Mahrez,22,Japan,Barcelona,Premier League,CAM,86,86,91,83,99,72,99,18,5,3,1026,2,85810000
Marc Suarez,20,Chile,Benfica,Eredivisie,RB,75,78,73,71,76,85,95,29,9,9,2581,2,76250000
Eduardo Kane,36,Norway,AC Milan,Premier League,GK,58,60,53,60,65,47,52,16,4,1,1184,0,58280000
Kai De Bruyne,18,Chile,Chelsea,Premier League,RB,56,60,41,59,62,47,57,30,7,9,2130,2,57590000
Lionel Pogba,23,Chile,Porto,Saudi League,CAM,62,63,47,58,59,55,53,31,12,3,1860,4,62540000
Harry Mount,31,Argentina,Dortmund,Bundesliga,CF,63,70,76,52,70,70,61,42,16,11,3528,0,65980000
Robert Dias,26,Chile,Liverpool,Primeira Liga,ST,74,74,65,70,70,79,77,48,15,14,2640,2,74230000
Alisson Junior,36,Colombia,Manchester United,La Liga,CDM,89,96,95,74,94,88,89,13,4,0,1066,0,91280000
Achraf Mahrez,31,Croatia,Barcelona,Bundesliga,CM,66,66,61,51,81,71,61,49,16,9,3479,1,66180000
Bruno Nunez,22,Croatia,Dortmund,La Liga,CB,71,71,80,79,74,70,67,18,5,7,990,4,70810000
Luis Junior,36,Uruguay,Manchester United,Saudi League,CM,73,82,64,67,63,72,77,22,9,9,1496,2,76330000
Ferran Valverde,32,Uruguay,Manchester City,Primeira Liga,CDM,74,75,86,56,73,60,70,27,8,6,2160,2,74160000
Pedri Modric,34,Chile,Manchester City,Bundesliga,RM,84,85,84,59,96,97,83,31,11,8,2356,1,84270000
Eduardo Becker,28,Chile,Arsenal,La Liga,GK,62,70,63,82,57,59,38,36,7,10,1836,3,64990000
Kai Hernandez,29,Germany,Benfica,La Liga,CAM,67,68,58,69,63,71,60,46,15,10,3128,3,67570000
Andre De Bruyne,31,Belgium,Real Madrid,Saudi League,LW,69,81,82,61,92,62,52,15,3,5,750,3,73330000
Bernardo Foden,17,Uruguay,Manchester City,Eredivisie,CM,95,99,89,84,95,85,89,47,14,12,2726,5,96960000
Achraf Suarez,22,Italy,Chelsea,Premier League,LW,80,80,84,86,78,71,80,34,13,9,2244,3,80210000
Mason Pogba,18,Italy,Chelsea,Ligue 1,RM,78,84,75,82,77,86,82,48,16,12,3552,1,80840000
Riyad Rashford,32,Uruguay,Sevilla,Premier League,LM,88,88,71,85,71,89,86,30,11,6,1800,0,87910000
Luka Ronaldo,25,Japan,PSG,La Liga,LM,83,92,80,74,78,65,77,41,15,9,2091,5,86850000
Diogo Jota,23,Germany,AC Milan,Ligue 1,RW,77,77,90,88,70,80,82,45,15,11,2925,0,77290000
Neymar Courtois,35,Argentina,Al Hilal,Serie A,CAM,62,69,81,61,65,55,75,19,3,5,988,2,64250000
Manuel Silva,38,Norway,Al Nassr,Bundesliga,CB,77,81,71,72,94,75,58,27,9,8,1566,4,78290000
Sadio Musiala,36,Chile,Chelsea,Serie A,RW,59,70,76,64,78,52,53,10,0,0,550,1,62680000
Manuel Mahrez,32,USA,Inter Milan,Saudi League,CM,56,64,72,44,44,58,61,32,11,7,2400,3,59110000
Ilkay Lewandowski,27,Korea,Al Hilal,La Liga,CAM,64,64,59,77,67,83,73,41,13,8,2173,3,64110000
Marc Haaland,18,Netherlands,Sevilla,Bundesliga,GK,50,56,50,66,58,35,39,49,15,11,3528,0,52790000
Manuel Alcantara,31,Japan,Barcelona,Saudi League,RB,75,75,78,69,70,78,64,22,7,5,1100,4,74730000
Achraf Pogba,35,England,Ajax,La Liga,CAM,50,53,45,53,69,43,63,16,7,2,1152,0,50850000
Marc Fernandes,19,Uruguay,PSG,Saudi League,CAM,79,81,89,73,75,82,81,19,2,5,1710,2,79520000
Reece Dias,36,Germany,Manchester City,Ligue 1,RB,83,83,89,75,83,94,90,22,10,10,1232,5,82780000
Pedri Alcantara,22,Italy,Liverpool,Serie A,RB,79,80,83,87,80,71,96,20,8,3,1020,4,79360000
Rodrygo Olmo,39,Spain,Benfica,La Liga,CB,63,63,69,80,77,68,65,37,12,7,2479,0,62820000
Sadio Suarez,28,Italy,Sevilla,Saudi League,RM,75,82,69,76,83,86,68,36,12,11,2376,0,77840000
Ferran Mane,34,Argentina,Arsenal,Ligue 1,LM,67,70,78,67,45,70,68,19,6,0,1653,5,67820000
Phil Kane,40,Brazil,AC Milan,Eredivisie,CAM,73,73,74,82,86,76,76,18,6,4,1314,4,72500000
Josko Kane,39,Morocco,Chelsea,Ligue 1,RB,82,82,78,86,77,83,83,13,1,2,1001,5,81270000
Ferran Pogba,25,Korea,Benfica,Ligue 1,CDM,83,83,55,78,80,71,99,27,7,7,2079,3,82850000
Diogo Rice,21,Spain,Arsenal,La Liga,CM,75,79,59,66,76,66,82,24,5,3,1680,4,76430000
Phil Valverde,33,USA,Dortmund,Primeira Liga,LM,66,66,73,99,54,84,69,48,18,12,2688,5,66240000
Diogo Mahrez,27,Germany,Real Madrid,La Liga,RM,71,79,85,69,60,57,69,11,3,2,924,5,73810000
Pedri Ronaldo,26,France,Manchester United,Primeira Liga,RB,66,69,75,70,63,75,57,22,8,3,1804,1,67080000
Marcus Messi,25,Japan,Al Hilal,Premier League,LB,73,73,84,85,70,72,91,45,18,11,3060,5,73400000
Luka Olmo,31,Belgium,Chelsea,Saudi League,CM,59,60,66,56,73,57,56,42,14,10,3696,4,59480000
Josko Dias,22,Germany,Chelsea,Primeira Liga,CM,59,67,53,46,58,73,65,43,13,11,3870,3,62410000
Kai Kane,37,Croatia,Bayern Munich,Eredivisie,RM,77,85,80,79,84,67,91,37,9,7,1850,4,79910000
Sadio Musiala,28,Brazil,AC Milan,Premier League,GK,91,91,91,99,99,93,99,23,7,2,1771,1,90790000
Mason Felix,25,Portugal,Juventus,Primeira Liga,CDM,81,84,85,82,91,79,77,38,15,8,3420,4,82450000
Bernardo Ronaldo,28,Chile,Al Hilal,Eredivisie,CDM,50,58,53,51,47,46,60,22,5,9,1276,3,52890000
Reece Benzema,40,Norway,Porto,Premier League,CF,67,74,65,53,56,71,62,20,5,5,1220,5,69250000
Declan Reus,26,Japan,Ajax,Primeira Liga,RM,71,80,66,48,76,74,84,11,3,0,869,2,74230000
Josko Hernandez,18,Portugal,Benfica,Eredivisie,ST,92,99,90,78,86,88,99,35,11,7,2240,1,94990000
Thomas Salah,35,England,Bayern Munich,Ligue 1,CB,59,62,48,55,59,68,58,18,6,3,1404,3,59800000
Phil Mendy,39,Germany,Barcelona,Premier League,CF,76,79,82,73,68,65,81,17,3,4,1139,3,76570000
Gavi Pavard,27,Belgium,Ajax,Serie A,ST,76,78,80,61,62,72,80,25,8,7,1575,2,76660000
Cristiano Mount,39,Colombia,Ajax,Ligue 1,LB,86,92,85,97,85,89,86,44,13,14,3740,3,88270000
Luka Nkunku,32,USA,Sevilla,Premier League,ST,85,90,90,90,89,79,78,38,12,13,2850,3,86960000
Phil Gundogan,28,Morocco,Sevilla,Bundesliga,RB,64,73,63,60,62,57,66,43,13,10,2752,0,67690000
Thiago Camavinga,17,Italy,Juventus,Premier League,CF,69,74,57,69,65,86,56,26,6,5,1690,1,70960000
Gavi Fernandes,19,Brazil,Juventus,Ligue 1,CM,65,74,70,57,97,60,56,49,15,9,2940,5,68970000
Manuel Foden,37,Argentina,AC Milan,Serie A,CF,85,88,91,86,91,76,85,48,15,13,3888,2,86210000
Thiago Mbappe,37,Germany,Manchester City,Bundesliga,CAM,70,76,67,60,69,81,81,48,17,13,3072,2,72510000
Alisson Junior,37,Netherlands,Ajax,La Liga,LW,71,80,81,83,70,86,63,49,14,9,3822,0,74560000
Kai Modric,24,Japan,AC Milan,Primeira Liga,RB,71,71,77,72,60,80,87,32,13,6,2560,4,71170000
Robert Jota,26,Portugal,Al Hilal,Eredivisie,CDM,54,57,70,57,53,47,62,10,4,0,860,2,54880000
Ilkay Olmo,40,Colombia,Arsenal,Primeira Liga,ST,61,62,41,66,43,56,63,12,5,4,960,4,60850000
Jan Di Maria,32,Netherlands,Al Hilal,La Liga,CDM,69,77,73,76,56,66,53,11,3,2,803,2,71710000
Angel Olmo,22,Croatia,Porto,Ligue 1,CF,65,65,78,67,62,71,67,44,15,11,3344,3,65310000
Gavi Ronaldo,25,Belgium,Chelsea,Premier League,RM,68,68,81,85,68,74,80,36,10,12,2160,0,68000000
Andre Lewandowski,30,Argentina,Manchester United,Serie A,CAM,65,65,65,61,86,65,62,38,14,10,2926,0,65100000
Rodrygo Mendy,26,Brazil,Manchester United,Bundesliga,CAM,72,72,68,87,52,87,69,48,17,12,3456,5,72330000
Jan Alcantara,39,Germany,AC Milan,Eredivisie,LW,62,68,63,75,63,53,65,19,8,7,1102,3,64020000
Erling Musiala,29,Chile,Benfica,Saudi League,LM,59,67,53,68,60,55,47,38,13,11,2850,5,62270000
Robert Modric,18,Spain,PSG,Saudi League,ST,71,79,62,88,71,90,87,50,16,12,4450,3,74640000
Reece Modric,28,Germany,Ajax,Eredivisie,CF,56,65,69,46,57,43,45,18,3,5,1440,3,59190000
Karim Busquets,40,Italy,Al Hilal,Bundesliga,LB,77,77,69,84,77,78,69,27,6,5,2430,0,76500000
Thomas Mendy,33,Norway,Porto,Eredivisie,CDM,56,58,50,35,58,36,68,15,4,2,1005,1,56340000
Marc Modric,17,Morocco,Real Madrid,Ligue 1,CDM,88,88,88,97,95,93,94,20,7,2,1680,5,88010000
Mohamed Modric,24,Spain,Manchester United,Bundesliga,RW,71,71,74,45,67,86,78,28,12,6,2156,3,71120000
Jan Felix,22,France,Inter Milan,Saudi League,GK,74,82,79,76,73,71,70,29,10,8,2088,5,77260000
Paul Fernandes,19,Korea,AC Milan,Saudi League,CAM,74,74,62,67,78,85,75,14,4,3,1092,5,73820000
Sadio Di Maria,30,Chile,Sevilla,Saudi League,CF,77,77,67,67,81,91,77,20,3,7,1500,2,76550000
Riyad Fernandes,17,Brazil,Liverpool,Serie A,LB,50,50,48,43,60,39,42,43,16,9,3827,3,50460000
Gavi Becker,32,Spain,Barcelona,Saudi League,LW,74,76,68,88,86,76,68,11,3,3,704,0,74310000
Ruben Jota,23,England,Real Madrid,Serie A,LM,93,98,99,92,98,99,78,23,7,4,1610,2,94890000
Thomas Mane,26,Norway,Ajax,Premier League,GK,76,79,81,58,83,62,70,21,10,7,1386,3,77180000
Marcus Messi,40,Spain,Manchester United,Primeira Liga,ST,61,66,68,65,67,75,55,13,2,2,689,3,62300000
Federico Kane,23,USA,Juventus,Saudi League,LB,76,77,78,72,74,89,64,38,12,12,2698,0,76540000
Neymar Reus,30,Belgium,Real Madrid,Bundesliga,ST,66,76,70,49,70,52,65,40,17,9,3160,3,70250000
Karim Silva,25,Netherlands,Porto,Primeira Liga,CDM,76,76,75,75,59,84,70,38,13,9,2432,4,76150000
Vinicius Mbappe,21,Spain,Manchester United,Bundesliga,CDM,78,85,76,82,69,72,90,17,4,2,1037,3,80580000
Alisson Becker,17,Korea,Juventus,Saudi League,RW,66,67,64,57,72,66,58,44,16,14,2948,1,66860000
Erling Nunez,33,Korea,Ajax,Eredivisie,LB,74,77,61,85,79,74,75,13,2,5,1131,4,74640000
Sergio Rice,29,USA,Ajax,Serie A,CM,91,91,79,95,93,99,79,40,14,10,3320,3,91120000
Luka Rashford,19,Colombia,PSG,Serie A,LB,58,58,49,56,46,71,48,37,13,12,2997,3,58270000
Marcus Di Maria,24,Korea,Chelsea,Saudi League,LM,51,55,35,41,35,51,58,49,15,9,3675,5,52870000
Kai Olmo,18,USA,AC Milan,Primeira Liga,CAM,50,50,64,60,57,43,57,32,7,7,1824,2,49990000
Phil Mendy,38,Colombia,Sevilla,Saudi League,CB,71,75,72,71,45,74,67,33,9,8,2277,0,72290000
Luka Haaland,40,USA,Ajax,Ligue 1,ST,50,50,53,55,50,52,53,44,12,11,2860,2,49800000
Jude Musiala,38,Italy,Bayern Munich,Serie A,CAM,66,66,62,75,77,65,64,32,9,6,2592,4,65690000
Paul Nunez,35,England,Al Hilal,Bundesliga,RB,77,77,83,77,79,80,80,29,8,9,2204,0,76700000
Diogo Mane,25,Portugal,Inter Milan,Saudi League,CF,62,62,48,66,65,81,42,40,12,12,3040,4,62100000
Diogo Mendy,31,Germany,AC Milan,Serie A,LB,68,78,72,81,75,77,59,40,12,7,2040,1,71980000
Andre Suarez,20,Germany,Manchester City,La Liga,LM,84,89,73,75,90,88,67,22,6,5,1430,1,85900000
Phil Olmo,20,Colombia,Atletico Madrid,Premier League,CAM,53,54,49,57,52,67,60,12,4,3,864,4,53200000
Achraf Musiala,26,Chile,Al Hilal,Bundesliga,CDM,74,77,78,73,73,69,82,29,12,4,2320,0,75280000
Marco Alcantara,38,Portugal,Real Madrid,Eredivisie,RW,64,70,61,61,76,57,76,17,7,7,1054,0,65990000
Mohamed Valverde,19,Argentina,Manchester United,Primeira Liga,RW,75,75,95,66,68,85,71,16,2,3,848,4,74720000
Eduardo Reus,23,USA,Ajax,Eredivisie,CDM,57,64,35,65,45,66,53,25,8,6,2125,1,59740000
Lionel Havertz,38,Argentina,Bayern Munich,Serie A,CAM,68,75,57,62,71,58,67,26,7,9,2158,1,70390000
Jude Dias,37,Chile,Al Hilal,Ligue 1,CAM,70,70,74,99,78,61,66,47,16,7,2491,5,70060000
Josko Hernandez,33,Colombia,Arsenal,Ligue 1,CDM,82,82,79,70,79,92,87,48,15,12,4272,3,82090000
Thomas Pavard,29,Japan,Atletico Madrid,Bundesliga,LM,95,95,96,78,92,89,96,42,16,10,3066,5,95220000
Ederson Junior,34,Norway,Liverpool,Ligue 1,CAM,71,76,68,81,63,60,91,26,7,6,1560,4,72670000
Phil Pogba,17,Netherlands,Real Madrid,Primeira Liga,LW,81,81,82,69,77,75,79,30,6,7,2520,0,80960000
Vinicius Lewandowski,38,Chile,Sevilla,Saudi League,LM,68,75,80,72,66,60,63,18,5,9,1620,2,70290000
Mohamed Modric,26,USA,Porto,Primeira Liga,LM,65,73,81,66,66,58,64,28,9,7,2324,3,68130000
Kai Rice,22,Belgium,Dortmund,Saudi League,CAM,77,77,68,88,74,77,68,44,12,11,2640,5,77160000
Ruben Mbappe,28,Uruguay,Dortmund,Serie A,LB,53,53,40,57,52,56,62,36,13,8,2592,4,53090000
Manuel Hernandez,35,Argentina,Atletico Madrid,Ligue 1,CDM,63,68,64,79,47,56,64,48,14,13,4128,4,65000000
Harry Ter Stegen,27,Japan,Atletico Madrid,Bundesliga,CB,72,72,66,61,68,84,90,14,5,1,1190,1,71710000
